توسط عرش الله,"$5,631 ",$342.86 ,,$70.00 ,"AFN 232,606","AFN 24,000",پرداخت برای شرکت لابرتواری BMGS بابت 30% قرارداد تست خاک تعمیرللندر 5,,,22-Jan-25,11,,,,,,
توسط عرش الله,"$6,192 ",$560.71 ,,$70.00 ,"AFN 271,856","AFN 39,250",پرداخت برای مشعل چاه کن تعمیرللندر 5,,,29-Jan-25,12,,,,,,
توسط عرش الله,"$9,527 ","$3,335.71 ",,$70.00 ,"AFN 505,356","AFN 233,500","خریداری پائیپ 7"" به چاه آب تعمیر للندر 5",,,8-Feb-25,13,,,,,,
توسط عرش الله,"$9,584 ",$57.00 ,,$70.00 ,"AFN 509,346","AFN 3,990","خریداری نت و بولت 13 ملی , پل برمه اول و دوم , سرش پاکستانی 717 به چاه آب تعمیرللندر 5",,,8-Feb-25,14,,,,,,
توسط عرش الله,"$9,727 ",$142.86 ,,$70.00 ,"AFN 519,346","AFN 10,000",پرداخت برای مشعل چاه کن بابت چاه آب تعمیرللندر 5,,,8-Feb-25,15,,,,,,
توسط عرش الله,"$9,956 ",$228.57 ,,$70.00 ,"AFN 535,346","AFN 16,000",پرداخت و تصفیه حساب شرکت لابرتواری BMGS بابت تست خاک تعمیرللندر 5,,,10-Feb-25,16,,,,,,
توسط عرش الله,"$10,104 ",$148.57 ,,$70.00 ,"AFN 545,746","AFN 10,400",خریداری جغل دریایی به چاه آب تعمیرللندر 5,,,11-Feb-25,17,,,,,,
توسط عرش الله,"$10,433 ",$328.57 ,,$70.00 ,"AFN 568,746","AFN 23,000",پرداخت برای حاجی رحمت الله بابت کمپرسور کاری چاه آب تعمیرللندر 5,,,15-Feb-25,18,,,,,,
توسط عرش الله,"$11,972 ","$1,539.29 ",,$70.00 ,"AFN 676,496","AFN 107,750",پرداخت و تصفیه حساب شرکت اولین کوثر بابت حفاری چاه عمیق تعمیرللندر 5,,,15-Feb-25,19,,,,,,
توسط عرش الله,"$11,987 ",$15.00 ,,$70.00 ,"AFN 677,546","AFN 1,050","خریداری چای صبح به کارمندان ماشین کمپرسور , اجرت بارگیری پایئپ های چاه,خریداری واشر به بسته کاری پائیپ ها, خریداری قلم توش,پیچ اسکرو ,پل برمه و کرای تکسی کارمنندان ریاست اطفائیه ",,,23-Feb-25,20,,,,,,
توسط عرش الله,"$12,032 ",$44.94 ,,$70.00 ,"AFN 680,692","AFN 3,146",خریداری گاز مایع به خانه و نان چاشت بابت خریداری پایپ ها به چاه عمیق تعمیرللندر 5,,,23-Feb-25,21,,,,,,
توسط عرش الله,"$12,246 ",$214.29 ,,$70.00 ,"AFN 695,692","AFN 15,000",پرداخت معاش فرید للندر بابت ماه دلو 1403,,,23-Feb-25,22,,,,,,
توسط رفیع الله,"$51,885 ","$39,638.11 ",,$70.00 ,"AFN 3,470,360","AFN 2,774,668",پرداخت تعرفه تحویلی محترم خلیل الله و صفی الله ولدان احمد شاه  ارزش ارزش افزوده تغیر فعالیت زمین پلانی سابقه به مساحت 652.54 متر مربع تحت ساختمان 442.8 متر مربع واقع کارته چهار ناحیه سوم و پرداخت تحویلی محترم خلیل الله و صفی الله ولدان احمد شاه مدرک تکس نقشه تعمیرللندر 5,,,20-Mar-25,23,,,,,,
توسط رفیع الله,"$76,768 ","$24,883.69 ",,$70.00 ,"AFN 5,212,218","AFN 1,741,858",پرداخت تعرفه تحویلی محترم خلیل الله و صفی الله ولدان احمد شاه مدرک قیمت ارزش تراکم تعمیرللندر 5 و پرداخت کمیشن بانکی تعرفه مذکور,,,20-Mar-25,24,,,,,,
توسط عرش الله,"$76,897 ",$128.57 ,,$70.00 ,"AFN 5,221,218","AFN 9,000",پرداخت برای امیر خان بابت کندن کاری چاه به پایل های تعمیرللندر 5 ,,,29-Mar-25,25,,,,,,
توسط عرش الله,"$77,081 ",$184.29 ,,$70.00 ,"AFN 5,234,118","AFN 12,900",خریداری پایئپ پی پی آر و ریسمان 14 ملی به چاه آب تعمیرللندر 5,,,2-Apr-25,26,,,,,,
توسط عرش الله,"$79,214 ","$2,133.29 ","$1,839 ",$70.00 ,"AFN 5,254,718","AFN 20,600",خریداری لین مغان به چاه آب تعمیرللندر 5,,,2-Apr-25,27,,,,,,
توسط عرش الله,"$79,222 ",$7.14 ,,$70.00 ,"AFN 5,255,218",AFN 500,خریداری کارت مبایل به فرید للندر بابت تعمیرللندر 5,,,2-Apr-25,28,,,,,,
توسط عرش الله,"$79,254 ",$32.14 ,,$70.00 ,"AFN 5,257,468","AFN 2,250",پرداخت اجرت یک روزه کرن کار بابت پائین کردن سیخ پایل های تعمیرللندر 5,,,2-Apr-25,29,,,,,,
توسط عرش الله,"$79,256 ",$2.29 ,,$70.00 ,"AFN 5,257,628",AFN 160,پرداخت برای پنچری تایر موتر کرولا نقره ایی,,,3-Apr-25,30,,,,,,
توسط عرش الله,"$79,265 ",$9.29 ,,$70.00 ,"AFN 5,258,278",AFN 650,"خریداری کلمپ ,چسپ کلان , چسپ ساده , بورشینگ  و غیره به آب بازک چاه تعمیرللندر 5",,,3-Apr-25,31,,,,,,
توسط عرش الله,"$79,280 ",$14.29 ,,$70.00 ,"AFN 5,259,278","AFN 1,000",خریداری تیل پطرول به موتر کرولا نقره ایی,,,3-Apr-25,32,,,,,,
توسط عرش الله,"$79,282 ",$2.86 ,,$70.00 ,"AFN 5,259,478",AFN 200,خریداری پل پرخ و کوکه به تعمیرللندر 5,,,3-Apr-25,33,,,,,,
توسط عرش الله,"$79,286 ",$3.43 ,,$70.00 ,"AFN 5,259,718",AFN 240,خریداری سیخ ولدینگ به تعمیرللندر 5,,,3-Apr-25,34,,,,,,
توسط عرش الله,"$79,289 ",$3.57 ,,$70.00 ,"AFN 5,259,968",AFN 250,خریداری دستکش به کاریگران تعمیرللندر 5,,,3-Apr-25,35,,,,,,
توسط عرش الله,"$79,292 ",$2.14 ,,$70.00 ,"AFN 5,260,118",AFN 150,خریداری پایئپ لیول به تعمیر للندر 5,,,3-Apr-25,36,,,,,,
توسط عرش الله,"$79,316 ",$24.57 ,,$70.00 ,"AFN 5,261,838","AFN 1,720","خریداری چوچه وال ,مسلم شاور ,پایپ , سامی و خرپیچ کش برقی به تعمیرللندر 5",,,3-Apr-25,37,,,,,,
توسط عرش الله,"$79,330 ",$14.29 ,,$70.00 ,"AFN 5,262,838","AFN 1,000",خریداری تیل پطرول به موتر کرولا نقره ایی,,,3-Apr-25,38,,,,,,
توسط عرش الله,"$79,338 ",$7.14 ,,$70.00 ,"AFN 5,263,338",AFN 500,پرداخت عیدی برای گارد همسایه تعمیرللندر 5,,,3-Apr-25,39,,,,,,
توسط عرش الله,"$79,356 ",$18.29 ,,$70.00 ,"AFN 5,264,618","AFN 1,280",خریداری چک به چاه بخاطر پایل تعمیرللندر 5,,,3-Apr-25,40,,,,,,
توسط عرش الله,"$79,363 ",$7.14 ,,$70.00 ,"AFN 5,265,118",AFN 500,خریداری جوس به مهمانی حاجی رفیع الله بابت تعمیرللندر 5,,,3-Apr-25,41,,,,,,
توسط عرش الله,"$79,453 ",$90.00 ,,$70.00 ,"AFN 5,271,418","AFN 6,300",پرداخت برای چاه کن پایل های تعمیر للندر 5,,,3-Apr-25,42,,,,,,
توسط عرش الله,"$79,463 ",$9.71 ,,$70.00 ,"AFN 5,272,098",AFN 680,خریداری پیتزا به مهمانان حاجی رفیع الله بابت تعمیرللندر 5,,,3-Apr-25,43,,,,,,
توسط عرش الله,"$79,466 ",$2.86 ,,$70.00 ,"AFN 5,272,298",AFN 200,پرداخت برای کارمند دولتی به هدایت حاجی رفیع الله بابت تعمیرللندر 5,,,3-Apr-25,44,,,,,,
توسط عرش الله,"$79,468 ",$2.14 ,,$70.00 ,"AFN 5,272,448",AFN 150,پرداخت برای انتقال پائیپ چاه تعمیرللندر 5,,,3-Apr-25,45,,,,,,
توسط عرش الله,"$79,476 ",$8.57 ,,$70.00 ,"AFN 5,273,048",AFN 600,پرداخت اجرت یک روزه جکمر بابت تعمیرللندر 5,,,3-Apr-25,46,,,,,,
توسط عرش الله,"$79,478 ",$1.43 ,,$70.00 ,"AFN 5,273,148",AFN 100,خریداری دستکش به کاریگران تعمیرللندر 5,,,3-Apr-25,47,,,,,,
توسط عرش الله,"$79,593 ",$115.71 ,,$70.00 ,"AFN 5,281,248","AFN 8,100",پرداخت برای چاه کن پایل های تعمیر للندر 5,,,3-Apr-25,48,,,,,,
توسط عرش الله,"$79,765 ",$171.43 ,,$70.00 ,"AFN 5,293,248","AFN 12,000",پرداخت برای مکسر کار بابت کانکریت ریزی 9 حفره پایل های تعمیرللندر 5,,,3-Apr-25,49,,,,,,
توسط عرش الله,"$79,886 ",$121.43 ,,$70.00 ,"AFN 5,301,748","AFN 8,500",خریداری واترپمپ 2.2 کیلووات و تفاوت صندوق برق واترپمپ به چاه تعمیرللندر 5,,,3-Apr-25,50,,,,,,
توسط عرش الله,"$81,727 ","$1,840.71 ","$1,840 ",$70.00 ,"AFN 5,301,798",AFN 50,خریداری چای سبز به دفترکارته سه توسط عرش,,,5-Apr-25,51,transact,,,,,
توسط عرش الله,"$82,291 ",$563.57 ,,$70.00 ,"AFN 5,341,248","AFN 39,450",پرداخت برای امیرخان چاه کن بابت پایل های تعمیرللندر 5,,,5-Apr-25,52,,,,,,
توسط عرش الله,"$82,568 ",$277.43 ,,$70.00 ,"AFN 5,360,668","AFN 19,420",خریداری سبوس و کنجاره به گاو های زمین گلباغ,,,5-Apr-25,53,,,,,,
توسط عرش الله,"$82,569 ",$0.71 ,,$70.00 ,"AFN 5,360,718",AFN 50,خریداری توش به تعمیرللندر 5,,,5-Apr-25,54,,,,,,
توسط عرش الله,"$82,712 ",$142.86 ,,$70.00 ,"AFN 5,370,718","AFN 10,000",پرداخت برای مکسر کار جدید بابت کانکریت ریزی پایل های تعمیرللندر 5,,,5-Apr-25,55,,,,,,
توسط عرش الله,"$82,740 ",$28.57 ,,$70.00 ,"AFN 5,372,718","AFN 2,000",پرداخت اجرت یک روزه کرن کار تعمیرللندر 5 بابت پائین کردن سیخ ها به پایل تعمیرللندر 5,,,5-Apr-25,56,,,,,,
توسط عرش الله,"$82,762 ",$21.43 ,,$70.00 ,"AFN 5,374,218","AFN 1,500",پرداخت اجرت کرن کار تعمیرللندر 5 بابت پائین کردن سیخ ها,,,5-Apr-25,57,,,,,,
توسط عرش الله,"$82,862 ",$100.00 ,,$70.00 ,"AFN 5,381,218","AFN 7,000",پرداخت برای خیر محمد چوکیدار به هدایت حاجی رفیع الله,,,5-Apr-25,58,project:  k3,transact to office,,,,
توسط عرش الله,"$82,900 ",$38.57 ,,$70.00 ,"AFN 5,383,918","AFN 2,700",پرداخت برای چاه کن پایل های تعمیر للندر 5,,,6-Apr-25,59,,,,,,
توسط عرش الله,"$82,972 ",$71.43 ,,$70.00 ,"AFN 5,388,918","AFN 5,000",پرداخت تعرفه خلیل الله و صفی الله بابت بروتوکول نظارت ساختمانها تعمیرللندر 5,,,6-Apr-25,60,,,,,,
توسط عرش الله,"$83,093 ",$121.43 ,,$70.00 ,"AFN 5,397,418","AFN 8,500",خریداری پروجکتور به تعمیرللندر 5,,,6-Apr-25,61,,,,,,
توسط عرش الله,"$83,093 ",$0.00 ,,$70.00 ,"AFN 5,397,418",AFN 0,خریداری سیخ گول 16 ملی به تعمیرللندر 5 (7085 کیلو),,,7-Apr-25,62,,,,,,
توسط عرش الله,"$83,093 ",$0.00 ,,$70.00 ,"AFN 5,397,418",AFN 0,خریداری سیخ گول 12 ملی و 14 ملی و سیم جستی به تعمیرللندر 5 (12815 کیلو),,,7-Apr-25,63,,,,,,
توسط عرش الله,"$83,100 ",$7.14 ,,$70.00 ,"AFN 5,397,918",AFN 500,پرداخت برای امیر خان چاه کن پایل های تعمیرللندر 5,,,7-Apr-25,64,,,,,,
توسط عرش الله,"$83,107 ",$7.14 ,,$70.00 ,"AFN 5,398,418",AFN 500,پرداخت برای سلمانی حاجی رفیع الله ,,,7-Apr-25,65,,,,,,
توسط عرش الله,"$83,164 ",$57.14 ,,$70.00 ,"AFN 5,402,418","AFN 4,000",پرداخت برای عبدالستار سیم تاب تعمیرللندر 5,,,7-Apr-25,66,,,,,,
توسط عرش الله,"$83,263 ",$98.57 ,,$70.00 ,"AFN 5,409,318","AFN 6,900",خریداری چک چاه به پایل های تعمیرللندر 5,,,7-Apr-25,67,,,,,,
توسط عرش الله,"$83,406 ",$142.86 ,,$70.00 ,"AFN 5,419,318","AFN 10,000",پرداخت برای مکسر کارکانکریت ریزی پایل های تعمیرللندر 5,,,7-Apr-25,68,,,,,,
توسط عرش الله,"$83,413 ",$7.14 ,,$70.00 ,"AFN 5,419,818",AFN 500,پرداخت برای امیر خان چاه کن پایل های تعمیرللندر 5,,,7-Apr-25,69,,,,,,
توسط عرش الله,"$83,437 ",$24.29 ,,$70.00 ,"AFN 5,421,518","AFN 1,700",خریداری نان چاشت به مهمانان تعمیرللندر 5,,,7-Apr-25,70,,,,,,
توسط عرش الله,"$85,144 ","$1,707.14 ",,$70.00 ,"AFN 5,541,018","AFN 119,500",خریداری 250 خریطه سمنت قاین به تعمیرللندر 5 و پرداخت آن توسط صرافی,,,7-Apr-25,71,,,,,,
توسط عرش الله,"$85,394 ",$250.00 ,,$70.00 ,"AFN 5,558,518","AFN 17,500",پرداخت برای امیر خان چاه کن بابت کندن کاری پایل های تعمیرللندر 5,,,9-Apr-25,72,,,,,,
توسط عرش الله,"$85,470 ",$75.71 ,,$70.00 ,"AFN 5,563,818","AFN 5,300",پرداخت برای تصفیه حساب قبلی عباس چاه کن بابت پایل های تعمیرللندر 5,,,9-Apr-25,73,,,,,,
توسط عرش الله,"$85,477 ",$7.14 ,,$70.00 ,"AFN 5,564,318",AFN 500,پرداخت برای قالبکاری تعمیرللندر 5,,,9-Apr-25,74,,,,,,
توسط عرش الله,"$87,362 ","$1,884.43 ","$1,841 ",$70.00 ,"AFN 5,567,358","AFN 3,040",پرداخت برای مبایل تبدیلی موتر هایلکس,,,9-Apr-25,75,,,,,,
توسط عرش الله,"$87,377 ",$15.00 ,,$70.00 ,"AFN 5,568,408","AFN 1,050","خریداری بیل , کلند همراه با دسته و متر لابری به تعمیرللندر5",,,9-Apr-25,76,,,,,,
توسط عرش الله,"$87,440 ",$62.86 ,,$70.00 ,"AFN 5,572,808","AFN 4,400",خریداری تیل به موتر هایلکس,,,9-Apr-25,77,,,,,,
توسط عرش الله,"$90,331 ","$2,891.43 ",,$70.00 ,"AFN 5,775,208","AFN 202,400","پرداخت برای کاکا بادام گل بابت خریداری سمنت به تعمیرللندر 5 بل نمبر های 418 , 419 و 428 ",,,9-Apr-25,78,,,,,,
توسط عرش الله,"$90,471 ",$140.00 ,,$70.00 ,"AFN 5,785,008","AFN 9,800",پرداخت برای شرکت هرات الکتریک بابت خریداری کیبل 2.2.5 گول و چینچ آور دستی به تعمیرللندر 5,,,10-Apr-25,79,,,,,,
توسط عرش الله,"$90,714 ",$242.86 ,,$70.00 ,"AFN 5,802,008","AFN 17,000",پرداخت برای مکسر کار بابت کانکریت ریزی رینگ ها پایل تعمیرللندر 5,,,10-Apr-25,80,,,,,,
توسط عرش الله,"$90,735 ",$21.43 ,,$70.00 ,"AFN 5,803,508","AFN 1,500",پرداخت برای قالبکار تعمیرللندر 5,,,10-Apr-25,81,,,,,,
توسط عرش الله,"$90,950 ",$214.29 ,,$70.00 ,"AFN 5,818,508","AFN 15,000",پرداخت برای عبدالستار سیم تاب تعمیرللندر 5,,,10-Apr-25,82,,,,,,
توسط عرش الله,"$91,003 ",$53.57 ,,$70.00 ,"AFN 5,822,258","AFN 3,750",پرداخت برای تصفیه حساب کرن کار بابت پائین کردن جال های پایل تعمیرللندر 5,,,10-Apr-25,83,,,,,,
توسط عرش الله,"$91,019 ",$15.71 ,,$70.00 ,"AFN 5,823,358","AFN 1,100",پرداخت اجرت گلکار ها بابت کانکریت ریزی پایل و رینگ های تعمیرللندر 5,,,10-Apr-25,84,,,,,,
توسط عرش الله,"$91,021 ",$2.14 ,,$70.00 ,"AFN 5,823,508",AFN 150,خریداری نان چاشت به قالبکار تعمیرللندر 5,,,10-Apr-25,85,,,,,,
توسط عرش الله,"$91,027 ",$5.71 ,,$70.00 ,"AFN 5,823,908",AFN 400,خریداری جوس به مهمانان حاجی رفیع الله ,,,10-Apr-25,86,,,,,,
توسط عرش الله,"$91,387 ",$360.00 ,,$70.00 ,"AFN 5,849,108","AFN 25,200",خریداری سمنت پاکستانی همرا با کرا موتر و پول جوالی به تعمیرللندر 5,,,10-Apr-25,87,,,,,,
توسط عرش الله,"$91,458 ",$71.43 ,,$70.00 ,"AFN 5,854,108","AFN 5,000",پرداخت برای عبدالستار سیم تاب تعمیرللندر 5,,,10-Apr-25,88,,,,,,
توسط عرش الله,"$91,572 ",$114.29 ,,$70.00 ,"AFN 5,862,108","AFN 8,000",پرداخت برای پرنت اسناد نقشه های تعمیرللندر 5,,,17-Apr-25,89,,,,,,
توسط عرش الله,"$91,580 ",$7.14 ,,$70.00 ,"AFN 5,862,608",AFN 500,خریداری تیل پطرول به موتر کرولا نقره ایی,,,17-Apr-25,90,,,,,,
توسط عرش الله,"$91,580 ",$0.00 ,,$70.00 ,"AFN 5,862,608",AFN 0,پرداخت برای انجنیر مهرالله بابت دیزائین نقشه های تعمیرللندر 5,,,17-Apr-25,91,,,,,,
توسط عرش الله,"$91,587 ",$7.14 ,,$70.00 ,"AFN 5,863,108",AFN 500,پرداخت برای ذکریا نلدوان بابت ترمیم کاری خانه بی بی حاجی همسایه تعمیرللندر 5,,,17-Apr-25,92,,,,,,
توسط عرش الله,"$92,144 ",$557.14 ,,$70.00 ,"AFN 5,902,108","AFN 39,000",پرداخت برای کاکا بادام گل توسط حاجی صبغت الله بابت کندن کاری تهکو تعمیرللندر 5,,,17-Apr-25,93,,,,,,
توسط عرش الله,"$92,172 ",$28.57 ,,$70.00 ,"AFN 5,904,108","AFN 2,000",خریداری کارت مبایل برای مدیران صفایی ناحیه 4 بابت صفایی جایداد به کراه داده شده به شرکت مخابراتی MTN,,,17-Apr-25,94,,,,,,
توسط عرش الله,"$92,215 ",$42.86 ,,$70.00 ,"AFN 5,907,108","AFN 3,000",پیش پرداخت  برای ادریس گارد جدید تعمیرللندر 5 بابت ماه حمل 1404,,,17-Apr-25,95,,,,,,
توسط عرش الله,"$92,315 ",$100.00 ,,$70.00 ,"AFN 5,914,108","AFN 7,000",پرداخت رشوه به انجنیران تحلیل صدورمجوز بابت خط اندازی تعمیرللند 5 از دوکان لباس فروشی شهر نو از نزد ادریس به هدایت حاجی رفیع الله بدست کارمند دوکان شیر زی,,,17-Apr-25,96,,,,,,
توسط عرش الله,"$92,430 ",$114.29 ,,$70.00 ,"AFN 5,922,108","AFN 8,000",پرداخت برای عبدالستار سیم تاب تعمیرللندر 5,,,17-Apr-25,97,,,,,,
توسط عرش الله,"$92,444 ",$14.29 ,,$70.00 ,"AFN 5,923,108","AFN 1,000",خریداری تیل پطرول به موتر هایلکس,,,17-Apr-25,98,,,,,,
توسط عرش الله,"$94,329 ","$1,884.86 ","$1,842 ",$70.00 ,"AFN 5,926,108","AFN 3,000",خریداری تیل پطرول به موتر هایلکس,,,17-Apr-25,99,,,,,,
توسط عرش الله,"$94,329 ",$0.00 ,,$70.00 ,"AFN 5,926,108",AFN 0,پرداخت برای گل نظر بخاطر رشوه به انجنیران ریاست کنترول ساختمانها بابت اعمار تعمیرللندر 5,,,17-Apr-25,100,,,,,,
توسط عرش الله,"$94,329 ",$0.00 ,,$70.00 ,"AFN 5,926,108",AFN 0,پرداخت برای انجنیر مهرالله بابت دیزائین نقشه های تعمیرللندر 5,,,17-Apr-25,101,,,,,,
توسط عرش الله,"$94,420 ",$91.43 ,,$70.00 ,"AFN 5,932,508","AFN 6,400",پرداخت برای اسکواتور کار بابت جمع آوری ریگ های انتقال داده شده به زمین دارالامان از تعمیرللندر 5,,,19-Apr-25,102,,,,,,
توسط عرش الله,"$94,442 ",$21.43 ,,$70.00 ,"AFN 5,934,008","AFN 1,500",پرداخت برای خریداری گوشت گوساله و گوشت کوفته به تعمیرللندر 5,,,22-Apr-25,103,,,,,,
توسط عرش الله,"$94,443 ",$1.29 ,,$70.00 ,"AFN 5,934,098",AFN 90,خریداری سمنت سفید به تعمیرللندر 5,,,22-Apr-25,104,,,,,,
توسط عرش الله,"$94,462 ",$19.29 ,,$70.00 ,"AFN 5,935,448","AFN 1,350","خریداری مخلوط کن ظرفشویی, وال کاک , واشر , نوار طفلون و سرش سلیکان به تعمیرللندر 5",,,22-Apr-25,105,,,,,,
توسط عرش الله,"$94,481 ",$18.43 ,,$70.00 ,"AFN 5,936,738","AFN 1,290","خریداری سمنت سفید , سرش سلیکان , نان شب اسکواتور کار و آب معدنی و نوشابه به دریوران و اسکواتور کار تعمیر للندر 5",,,22-Apr-25,106,,,,,,
توسط عرش الله,"$94,488 ",$7.14 ,,$70.00 ,"AFN 5,937,238",AFN 500,خریداری سکا لیدر به تعمیرللندر 5,,,22-Apr-25,107,,,,,,
توسط عرش الله,"$94,489 ",$0.86 ,,$70.00 ,"AFN 5,937,298",AFN 60,خریداری پیچ و بکسوانه به تعمیرللندر 5,,,22-Apr-25,108,,,,,,
توسط عرش الله,"$94,703 ",$214.29 ,,$70.00 ,"AFN 5,952,298","AFN 15,000",پرداخت معاش فرید للندر بابت ماه حمل 1404,,,22-Apr-25,109,,,,,,
توسط عرش الله,"$94,704 ",$0.86 ,,$70.00 ,"AFN 5,952,358",AFN 60,خریداری گچ به تعمیرللندر 5,,,23-Apr-25,110,,,,,,
توسط عرش الله,"$94,706 ",$2.29 ,,$70.00 ,"AFN 5,952,518",AFN 160,خریداری پل برش اول به تعمیرللندر 5,,,23-Apr-25,111,,,,,,
توسط عرش الله,"$94,720 ",$14.29 ,,$70.00 ,"AFN 5,953,518","AFN 1,000",خریداری تیل پطرول به موتر کرولا نقره ایی,,,23-Apr-25,112,,,,,,
توسط عرش الله,"$94,722 ",$1.64 ,,$70.00 ,"AFN 5,953,633",AFN 115,"خریداری جالی آبی , برس سیمی و دستکش به تعمیرللندر 5",,,23-Apr-25,113,,,,,,
توسط عرش الله,"$94,726 ",$3.71 ,,$70.00 ,"AFN 5,953,893",AFN 260,"خریداری پیپ 2"" , سیفون 2"" مکمل سه دهن و سرش رازی به تعمیرللندر 5",,,23-Apr-25,114,,,,,,
توسط حاجی صبغت الله,"$94,741 ",$15.43 ,,$70.00 ,"AFN 5,954,973","AFN 1,080","خریداری دبل شیر دهن , شاور و غیره به واحد نمبر 3 کارته سه توسط حاجی صبغت الله",,,23-Apr-25,115,transact,,,,,
توسط حاجی صبغت الله,"$94,806 ",$65.29 ,,$70.00 ,"AFN 5,959,543","AFN 4,570","خریداری میخ ساده 3"" و 4"" و تار رجه به تعمیرللندر 5",,,23-Apr-25,116,,,,,,
توسط حاجی صبغت الله,"$97,481 ","$2,674.29 ",,$70.00 ,"AFN 6,146,743","AFN 187,200",خریداری 400 خریطه سمنت سیستان به تعمیرللندر 5,,,24-Apr-25,117,,,,,,
توسط حاجی صبغت الله,"$98,166 ",$685.71 ,,$70.00 ,"AFN 6,194,743","AFN 48,000",خریداری مواد ضد نم اکومات به تعمیرللندر 5,,,24-Apr-25,118,,,,,,
توسط حاجی صبغت الله,"$98,201 ",$35.00 ,,$70.00 ,"AFN 6,197,193","AFN 2,450","خریداری شاور , مسلم شاور و غیره به واحد های کارته سه ",,,24-Apr-25,119,,,,,,
توسط حاجی صبغت الله,"$98,203 ",$2.14 ,,$70.00 ,"AFN 6,197,343",AFN 150,خریداری کتابچه کهاته چرمی و قلم به تعمیرللندر5,,,24-Apr-25,120,,,,,,
توسط حاجی صبغت الله,"$98,283 ",$79.29 ,,$70.00 ,"AFN 6,202,893","AFN 5,550",خریداری سیم جستی یک میلی به تعمیرللندر 5,,,24-Apr-25,121,,,,,,
توسط عرش الله,"$98,423 ",$140.00 ,,$70.00 ,"AFN 6,212,693","AFN 9,800",پرداخت برای compaction ( کمپکشن) تعمیرللندر 5 و کرای انتقال کرن بابت سیخ قطع کن های برقی به کارته سه ,,,24-Apr-25,122,,,,,,
توسط عرش الله,"$100,284 ","$1,860.86 ","$1,843 ",$70.00 ,"AFN 6,213,943","AFN 1,250",خریداری بیل و سیخ ولدینگ به تعمیرللندر 5,,,24-Apr-25,123,,,,,,
توسط حاجی صبغت الله,"$100,298 ",$14.86 ,,$70.00 ,"AFN 6,214,983","AFN 1,040","خریداری متر , تار رجه کلان , جکش , متر خورد, میخ و اسپری به تعمیرللندر 5",,,26-Apr-25,124,,,,,,
توسط حاجی صبغت الله,"$100,395 ",$96.86 ,,$70.00 ,"AFN 6,221,763","AFN 6,780",خریداری پلاستیک ایرانی به تعمیرللندر 5,,,26-Apr-25,125,,,,,,
