,"$1,629 ",$18.39 ,,$70.70 ,"AFN 80,400","AFN 1,300",,خریداری یک نانکر آب به حفر چاه عمیق تعمیرللندر 4,28-Jul-24,8,
,"$1,665 ",$35.36 ,,$70.70 ,"AFN 82,900","AFN 2,500",,"خریداری تیل پطرول به موتر کرولا, تیل پطرول به جنراتور بخاطر چاه عمیق تعمیرللندر 4",28-Jul-24,9,
,"$4,895 ","$3,229.84 ",,$70.70 ,"AFN 311,250","AFN 228,350",,"خریداری پائیپ 40 کیلویی7"",خار پیچ , فلتر و غیره به چاه عمیق تعمیرللندر 4",31-Jul-24,10,
,"$4,988 ",$93.35 ,,$70.70 ,"AFN 317,850","AFN 6,600",,خریداری تیل پطرول به موتر و مصارف زمین للندر 4 و تعرفه پشتنی بانک به امر تعمیرللندر 4,31-Jul-24,11,
,"$8,754 ","$3,765.87 ",,$70.90 ,"AFN 584,850","AFN 267,000",,پرداخت برای تصفیه حساب حفر چاه عمیق تعمیرللندر 4,3-Aug-24,12,
,"$8,784 ",$30.32 ,,$70.90 ,"AFN 587,000","AFN 2,150",,پرداخت برای مصارف نان چاشت کارمندان اداره امور بابت تعمیرللندر 4,3-Aug-24,13,
,"$10,784 ","$2,000.00 "," $2,000 ",$70.90 ,"AFN 587,000",AFN 0,,پرداخت برای سمیع الله اکاخیل توسط حاجی رفیع الله برداشت شخصی,11-Aug-24,14,
,"$12,984 ","$2,200.00 "," $2,200 ",$70.50 ,"AFN 587,000",AFN 0,,پرداخت برای انجنیر  مجوز بخاطر خرید کمپیوتر بابت امر اعمار تعمیرللندر 4,,15,
,"$14,734 ","$1,750.00 "," $1,750 ",$70.50 ,"AFN 587,000",AFN 0,,پرداخت برای خریداری تحفه به امر اعمار تعمیرللندر 4,,16,
,"$16,134 ","$1,400.00 "," $1,400 ",$70.50 ,"AFN 587,000",AFN 0,,پرداخت برای انجنیر فروغ دیزائینر بابت نقشه تعمیرللندر 4 ,,17,
,"$16,191 ",$56.74 ,,$70.50 ,"AFN 591,000","AFN 4,000",,پرداخت برای خریداری لاسپیکر به مسجد ریاست صدور مجوزبابت تعمیرللندر4,,18,
,"$16,248 ",$56.74 ,,$70.50 ,"AFN 595,000","AFN 4,000",,پرداخت برای خریداری تحفه به امر اعمار تعمیرللندر 4,,19,
,"$21,248 ","$5,000.00 "," $5,000 ",$69.70 ,"AFN 595,000",AFN 0,,پرداخت برای انجنیر فروغ دیزائینر بابت نقشه تعمیرللندر 4 ,28-May-25,20,
,"$24,248 ","$3,000.00 "," $3,000 ",$69.36 ,"AFN 595,000",AFN 0,,پرداخت برای انجنیر فروغ دیزائینر بابت نقشه تعمیرللندر 4 ,1-Jun-25,21,
,"$24,748 ",$500.00 , $500 ,$70.85 ,"AFN 595,000",AFN 0,,پرداخت برای تعرفه پوهنتون کابل بابت نتیجه تست خاک تعمیرللندر 4,21-Jun-25,22,
,"$25,248 ",$500.00 , $500 ,$70.85 ,"AFN 595,000",AFN 0,,پرداخت برای انجنیر فروغ دیزائینر بابت نقشه تعمیرللندر 4 ,21-Jun-25,23,
,"$26,672 ","$1,424.86 ",,$70.00 ,"AFN 694,740","AFN 99,740",,پرداخت تعرفه ریاست آبرسانی فاضلاب تعمیرللند4,1-Jul-25,24,
,"$27,222 ",$550.00 , $550 ,$69.77 ,"AFN 694,740",AFN 0,,پرداخت برای خریداری تحفه به امر اعمار تعمیرللندر 4,3-Jul-25,25,
,"$28,222 ","$1,000.00 "," $1,000 ",$69.00 ,"AFN 694,740",AFN 0,,پرداخت برای انجنیر فروغ دیزائینر بابت نقشه تعمیرللندر 4 ,9-Jul-25,26,
,"$29,222 ","$1,000.00 "," $1,000 ",$69.00 ,"AFN 694,740",AFN 0,,پرداخت قسط اول برای شرکت کلین کت بابت تست خاک تعمیرللندر 4,9-Jul-25,27,
,"$30,922 ","$1,700.00 "," $1,700 ",$69.13 ,"AFN 694,740",AFN 0,,پرداخت برای انجنیر فروغ دیزائینر بابت نقشه تعمیرللندر 4 ,13-Jul-25,28,
,"$31,272 ",$350.00 , $350 ,$69.13 ,"AFN 694,740",AFN 0,,خریداری تحفه به امر اعمار تعمیرللندر 4,13-Jul-25,29,
,"$37,272 ","$6,000.00 "," $6,000 ",$69.13 ,"AFN 694,740",AFN 0,,خریداری تحفه به امر اعمار تعمیرللندر 4,13-Jul-25,30,
,"$38,272 ","$1,000.00 "," $1,000 ",$68.35 ,"AFN 694,740",AFN 0,,پرداخت و تصفیه حساب شرکت کلین کت بابت تست خاک تعمیرللندر 4,23-Jul-25,31,
,"$38,294 ",$21.95 ,,$68.35 ,"AFN 696,240","AFN 1,500",,خریداری پیتزا برای مدیران ناحیه سوم بابت تعمیرللندر 4,10-Aug-25,32,
,"$38,309 ",$14.94 ,,$68.35 ,"AFN 697,261","AFN 1,021",,خریداری لین 2/1.5 ملی جریدار و لابرتیب به تعمیرللندر 4,13-Aug-25,33,
,"$38,557 ",$247.26 ,,$68.35 ,"AFN 714,161","AFN 16,900",,پرداخت برای حفازی چاه های پایل تعمیرللندر 4,16-Aug-25,34,
,"$38,630 ",$73.15 ,,$68.35 ,"AFN 719,161","AFN 5,000",,پرداخت تعرفه ریاست کنترول ساختمانها بابت تعمیرللندر4 ,23-Aug-25,35,
,"$38,769 ",$138.99 ,,$68.35 ,"AFN 728,661","AFN 9,500",,پرداخت برای مصارف آب بازی انجنیران و پرداخت برای  خرید تحفه به امر اعمار تعمیرللندر4,23-Aug-25,36,
,"$38,969 ",$200.00 , $200 ,$68.35 ,"AFN 728,661",AFN 0,,پرداخت برای شرکت ساختمانی بابت تضمین انجنیر ساحوی تعمیرللندر 4,23-Aug-25,37,
,"$39,035 ",$65.84 ,,$68.35 ,"AFN 733,161","AFN 4,500",,پرداخت برای کرن بابت پائین نمودن پایل های سیم تابی شده تعمیرللندر 4,27-Aug-25,38,
,"$40,746 ","$1,711.78 ",,$68.35 ,"AFN 850,161","AFN 117,000",,پرداخت برای کاکا بادام گل بابت خریداری 260 خریطه سمنت عسکری به کانکریت ریزی پایل های تعمیرللندر 4,28-Aug-25,39,
,"$41,046 ",$300.00 , $300 ,$68.35 ,"AFN 850,161",AFN 0,,پرداخت برای انجنیر عبدالقدیر نبوی بابت دیزائین بیرونی تعمیرللندر 4,28-Aug-25,40,
,"$41,876 ",$829.55 ,,$68.35 ,"AFN 906,861","AFN 56,700",,"خریداری آب بازک ,پائیپ PPR , لین برق , و غیره سامان آلات به چاه آب تعمیرللندر 4",28-Aug-25,41,
,"$42,037 ",$160.94 ,,$68.35 ,"AFN 917,861","AFN 11,000",,پرداخت برای غلام علی مکسر کار بابت کانکریت ریزی پایل های تعمیرللندر 4,28-Aug-25,42,
,"$42,458 ",$421.36 ,,$68.35 ,"AFN 946,661","AFN 28,800",,پرداخت برای کاکا بادام گل بابت خریداری ریگ شسته به کانکریت ریزی پایل های تعمیرللندر 4,28-Aug-25,43,
,"$42,467 ",$8.78 ,,$68.35 ,"AFN 947,261",AFN 600,,خریداری جوس به انجنیران بابت تعمیرللندر 4,28-Aug-25,44,
,"$42,540 ",$73.15 ,,$68.35 ,"AFN 952,261","AFN 5,000",,خریداری تیل پطرول به موتر رئیس مجوز بابت تعمیرللندر 4,30-Aug-25,45,
,"$44,540 ","$2,000.00 "," $2,000 ",$68.35 ,"AFN 952,261",AFN 0,,پرداخت برای انجنیر فروغ دیزائینر بابت نقشه تعمیرللندر 4 ,31-Aug-25,46,
,"$44,732 ",$191.95 ,,$68.30 ,"AFN 965,371","AFN 13,110",,"پرداخت برای مصارف تعمیرللندر 4 از قبیل نوشابه , جوس,پول نقد,کباب ,گچ کلان, رجه و متر به تعمیرللندر 4",4-Sep-25,47,
,"$44,747 ",$14.64 ,,$68.30 ,"AFN 966,371","AFN 1,000",,پرداخت برای انجیر وحید الله بخاطر خریداری جوس به کارمندان ناحیه سه للندر4,4-Sep-25,48,
,"$45,347 ",$600.00 , $600 ,$68.30 ,"AFN 966,371",AFN 0,,پرداخت برای خریداری گوساله به خیرات تعمیرللندر 4,4-Sep-25,49,
,"$45,349 ",$2.20 ,,$68.30 ,"AFN 966,521",AFN 150,,پرداخت برای خریداری گاز مایع به تعمیرللندر 4,6-Sep-25,50,
,"$45,386 ",$36.66 ,,$68.20 ,"AFN 969,021","AFN 2,500",,پرداخت برای اجرت مزد یک ساعته اسکواتور بابت کندن کاری تعمیرللندر 4,7-Sep-25,51,
,"$45,453 ",$67.74 ,,$68.20 ,"AFN 973,641","AFN 4,620",,پرداخت برای مدیر فیروز مصارف چای صبح و نان چاشت چوکیدار و مدیران تعمیرللندر 4 از تاریخ 20 اسد الی 16 سنبله 1404,7-Sep-25,52,
,"$45,455 ",$1.76 ,,$68.20 ,"AFN 973,761",AFN 120,,خریداری دستکش به تعمیرللندر 4,7-Sep-25,53,
,"$45,462 ",$7.33 ,,$68.20 ,"AFN 974,261",AFN 500,,پیش پرداخت برای امیر خان کندن کاری پایل های تعمیرللندر 4,8-Sep-25,54,
,"$45,980 ",$517.60 ,,$68.20 ,"AFN 1,009,561","AFN 35,300",,"پرداخت برای مطبعه عصر ظهور بابت افتتاحیه پروژه للندر 4 از قبیل چاپ فلکس 300/500 فلکس 300/480, چاپ استند , پروشور,ساعت تبلیغاتی,پوش سرتیفیکیت,کاغذ سرتیفکیت,بیرق ها به سایز های مختلف , دیزائین و اجرت نصب کار",8-Sep-25,55,
,"$46,125 ",$145.16 ,,$68.20 ,"AFN 1,019,461","AFN 9,900",,پرداخت اجرت کرای مانیتور به محفل افتتاحیه تعمیرللندر 4,8-Sep-25,56,
,"$46,155 ",$29.33 ,,$68.20 ,"AFN 1,021,461","AFN 2,000",,پیش پرداخت اسماعیل چاه کن بابت حفاری پایل های تعمیرللندر4,8-Sep-25,57,
,"$46,163 ",$8.80 ,,$68.20 ,"AFN 1,022,061",AFN 600,,خریداری چاکلیت به محفل افتتاحیه تعمیرللندر 4,9-Sep-25,58,
,"$46,165 ",$1.99 ,,$68.00 ,"AFN 1,022,196",AFN 135,,پرداخت برای خبازی عبدالمطلب بغلانی بابت خریداری نان خشک به تعمیرللندر 4,11-Sep-25,59,
,"$46,191 ",$25.74 ,,$68.00 ,"AFN 1,023,946","AFN 1,750",,خریداری سیم جستی 1.5 ملی به تعمیرللندر 4,11-Sep-25,60,
,"$46,485 ",$294.12 ,,$68.00 ,"AFN 1,043,946","AFN 20,000",,پرداخت برای امیر خان بابت کندن کاری پایل های تعمیرللندر 4,11-Sep-25,61,
,"$46,512 ",$26.47 ,,$68.00 ,"AFN 1,045,746","AFN 1,800",,خریداری تیل دیزل و مبلایل به جنراتور دیزیلی تعمیرللندر 4,14-Sep-25,62,
,"$51,394 ","$4,882.00 "," $4,882 ",$68.00 ,"AFN 1,045,746",AFN 0,,پرداخت برای خریداری 35 تن سمنت به کانکریت ریزی پایل های تعمیرللندر4 ,14-Sep-25,63,
,"$51,804 ",$410.29 ,,$68.00 ,"AFN 1,073,646","AFN 27,900",,پرداخت و تصفیه حساب کندن کاری 16 حلقه پایل به عمق 10.5 متر مجموعا 168 متر فی متر از 300 افغانی بابت تعمیرللندر4,14-Sep-25,64,
,"$51,870 ",$66.18 ,,$68.00 ,"AFN 1,078,146","AFN 4,500",,پرداخت برای محمد نسیم کرن کار بابت پائین نمودن جال های سیم تابی شده در پایل های تعمیرللندر 4,15-Sep-25,65,
,"$52,223 ",$352.94 ,,$68.00 ,"AFN 1,102,146","AFN 24,000",,پرداخت برای غلام علی مکسر کار بابت کانکریت ریزی 16 حلقه پایل ها همراه با رینگ ها فی حقله مبلغ 1500 افغانی تعمیرللندر 4,15-Sep-25,66,
,"$52,238 ",$14.71 ,,$68.00 ,"AFN 1,103,146","AFN 1,000",,خریداری تیل پطرول به موتر کرولا نقره ایی بابت تعمیرللندر 4,15-Sep-25,67,
,"$52,267 ",$29.41 ,,$68.00 ,"AFN 1,105,146","AFN 2,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,15-Sep-25,68,
,"$52,767 ",$500.00 ,,$68.00 ,"AFN 1,139,146","AFN 34,000",,پرداخت برای خریداری کرش به کانکریت ریزی پایل های تعمیرللندر 4,15-Sep-25,69,
,"$53,145 ",$377.43 ,,$67.00 ,"AFN 1,164,434","AFN 25,288",,پرداخت برای حاجی نادر بابت تصفیه صفایی جایداد تعمیرللندر 4 سال 1404,16-Sep-25,70,
,"$53,188 ",$43.25 ,,$67.00 ,"AFN 1,167,332","AFN 2,898",,"خریداری دبل ,لابرتیپ ضد آب , بست واترپمپ به تعمیرللندر 4",16-Sep-25,71,
,"$53,237 ",$49.25 ,,$67.00 ,"AFN 1,170,632","AFN 3,300",,پرداخت برای کرن کار بابت انتقال کانتینر 20 فت از کارته سه به تعمیرللندر 4,17-Sep-25,72,
,"$53,258 ",$21.19 ,,$67.00 ,"AFN 1,172,052","AFN 1,420",,خریداری تیل پطرول به موتر کرولا نقره ایی بابت تعمیرللندر 4,17-Sep-25,73,
,"$53,273 ",$14.93 ,,$67.00 ,"AFN 1,173,052","AFN 1,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,17-Sep-25,74,
,"$53,345 ",$71.64 ,,$67.00 ,"AFN 1,177,852","AFN 4,800",,خریداری دو بندل پایپ ایرانی به تعمیرللندر 4,17-Sep-25,75,
,"$53,348 ",$2.69 ,,$67.00 ,"AFN 1,178,032",AFN 180,,"خریداری پتره , میخ و پل اره به تعمیرللندر 4",17-Sep-25,76,
,"$56,324 ","$2,976.19 ",,$67.20 ,"AFN 1,378,032","AFN 200,000",,پرداخت قسط اول برای آدم خان بابت کندن کاری دو منزل تهکوی تعمیرللندر 4,18-Sep-25,77,
,"$56,335 ",$11.68 ,,$67.20 ,"AFN 1,378,817",AFN 785,,"خریداری گاز مایع , توش, کارت مبایل, لابرتیپ , دستکش, سرکلوشن گاز به تعمیرللندر 4",18-Sep-25,78,
,"$56,393 ",$57.60 ,,$67.20 ,"AFN 1,382,688","AFN 3,871",,پرداخت اجرت 12 روزه کار پرویز ولد محمد کریم در تعمیرللندر 4,20-Sep-25,79,
,"$57,881 ","$1,488.10 ",,$67.20 ,"AFN 1,482,688","AFN 100,000",,پرداخت برای سمیع الله اکاخیل مصارف محفل افتتاحیه تعمیرللندر 4 در هوتل تالار مجلل,20-Sep-25,80,
,"$57,898 ",$16.59 ,,$67.50 ,"AFN 1,483,808","AFN 1,120",,پرداخت برای ترمیم جنراتور تعمیرللندر 4 از مجموع بل که مبلغ 700 افغانی آن مربوط به تعمیرللندر 5 میشود,23-Sep-25,81,
,"$57,942 ",$44.44 ,,$67.50 ,"AFN 1,486,808","AFN 3,000",,پیش پرداخت برای الهام ولد عبدالحکیم بابت ماه سنبله 1404,24-Sep-25,82,
,"$57,987 ",$44.62 ,,$67.50 ,"AFN 1,489,820","AFN 3,012",,پرداخت معاش باقی مانده الهام ولد عبدالحکیم بابت ماه سنبله 1404,24-Sep-25,83,
,"$58,002 ",$14.81 ,,$67.50 ,"AFN 1,490,820","AFN 1,000",,پرداخت توسط حاجی صبغت الله برای انجنیران ناحیه سوم بابت تعمیرللندر 4,25-Sep-25,84,
,"$58,024 ",$22.22 ,,$67.50 ,"AFN 1,492,320","AFN 1,500",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,25-Sep-25,85,
,"$58,027 ",$2.96 ,,$67.50 ,"AFN 1,492,520",AFN 200,,خریداری چای سبزبه تعمیرللندر 4,25-Sep-25,86,
,"$58,029 ",$2.59 ,,$67.50 ,"AFN 1,492,695",AFN 175,,خریداری گاز مایع و بوره به دفترساحوی للندر4,25-Sep-25,87,
,"$58,034 ",$5.04 ,,$67.50 ,"AFN 1,493,035",AFN 340,,خریداری متر 50 متره و 5 متره به تعمیرللندر 4,25-Sep-25,88,
,"$58,036 ",$1.93 ,,$67.50 ,"AFN 1,493,165",AFN 130,,خریداری برس به تعمیرللندر 4,25-Sep-25,89,
,"$58,070 ",$34.07 ,,$67.50 ,"AFN 1,495,465","AFN 2,300",,خریداری تیل پطرول به موتر کرولا نقره ایی,25-Sep-25,90,
,"$58,097 ",$26.67 ,,$67.50 ,"AFN 1,497,265","AFN 1,800",,خریداری غذا از رستورانت برای مهمانان تعمیرللندر 4,25-Sep-25,91,
,"$63,466 ","$5,369.00 "," $5,369 ",$67.50 ,"AFN 1,497,265",AFN 0,,"پرداخت برای شرکت آهن آلات کوهدامن بابت خریداری سیم جستی 1.5 ملی , سیخ گول 16 ملی و سیخ گول 10 ملی به تعمیرللندر 4",25-Sep-25,92,
,"$66,429 ","$2,962.96 ",,$67.50 ,"AFN 1,697,265","AFN 200,000",,پرداخت قسط دوم برای آدم خان بابت کندن کاری دو منزل تهکوی تعمیرللندر 4,25-Sep-25,93,
,"$78,310 ","$11,881.00 "," $11,881 ",$67.50 ,"AFN 1,697,265",AFN 0,,"پرداخت برای شرکت زم زم استیل بابت خردیاری سیخ گول 12 ملی,16 ملی و 10 ملی به تعمیرللندر 4",25-Sep-25,94,
,"$78,666 ",$355.56 ,,$67.50 ,"AFN 1,721,265","AFN 24,000",,پرداختب برای نورالدین بابت سیم تابی پایل های تعمیرللندر 4,25-Sep-25,95,
,"$98,666 ","$20,000.00 "," $20,000 ",$67.50 ,"AFN 1,721,265",AFN 0,,"پرداخت قسط دوم از مجموع 310,000$ دالر امریکایی توسط حاجی رفیع الله از سهم حاجی بسم الله و حاجی گل زمان برای حاجی محمد نادر ولد سلطان ولدیت گل عزیز بدست احسام الدین پسر حاجی محمد نادر ",27-Sep-25,96,
,"$98,695 ",$29.63 ,,$67.50 ,"AFN 1,723,265","AFN 2,000",,خریداری تیل پطرول به موتر کرولا نقره ایی بابت تعمیرللندر 4,28-Sep-25,97,
,"$128,695 ","$30,000.00 "," $30,000 ",$67.30 ,"AFN 1,723,265",AFN 0,,پیش پرداخت برای مسئول شرکت آهن آلات کوهدامن محترم حاجی صاحب محمد عارف سادات بابت خریداری سیخ گول برای تعمیرللندر 4 واقع جوار شرکت افغان بیسیم سرک عمومی دارالامان توسط حاجی رفیع الله للندر تسلیم داده شد,29-Sep-25,98,
,"$128,716 ",$20.36 ,,$67.30 ,"AFN 1,724,635","AFN 1,370",,"خریداری کلند ,دستکش و بیل به تعمیرللندر4",29-Sep-25,99,
,"$128,771 ",$55.72 ,,$67.30 ,"AFN 1,728,385","AFN 3,750",,پرداخت برای کرن کار بابت پائین نمودن 15 جال سیم تابی شده در پایل های تعمیرللندر4,29-Sep-25,100,
,"$128,779 ",$7.43 ,,$67.30 ,"AFN 1,728,885",AFN 500,,خریداری نوشابه برای کارمندان ناحیه سوم بابت تعمیرللندر 4,30-Sep-25,101,
,"$128,806 ",$27.60 ,,$67.40 ,"AFN 1,730,745","AFN 1,860",,"خریداری نوشابه از قبیل میراندا,کباب گوسفند و غیره بابت مهمانی تعمیرللندر 4",1-Oct-25,102,
,"$128,866 ",$59.35 ,,$67.40 ,"AFN 1,734,745","AFN 4,000",,پرداخت برای شکرالله ولد عنایت الله بابت اجرت کار 12 روزه تعمیرللندر 4,2-Oct-25,103,
,"$129,262 ",$396.14 ,,$67.40 ,"AFN 1,761,445","AFN 26,700",,پرداخت برای کاکا بادام گل توسط روز الدین بابت خریداری مواد ساختمانی به تعمیرللندر 4 بل نمبر های 1-2-3-4-9-10-11-12-15-22,2-Oct-25,104,
,"$129,277 ",$14.84 ,,$67.40 ,"AFN 1,762,445","AFN 1,000",,پیش پرداخت برای محمد اکرم ولد عبدالمحمود کارگیر بابت ماه میزان 1404,2-Oct-25,105,
,"$129,336 ",$59.35 ,,$67.40 ,"AFN 1,766,445","AFN 4,000",,پرداخت برای منزل الله ولد محمد حسین بابت اجرت کار 12 روزه تعمیرللندر4,2-Oct-25,106,
,"$129,366 ",$29.67 ,,$67.40 ,"AFN 1,768,445","AFN 2,000",,پرداخت برای حاجی گل نظر بخاطر مصارف تعمیرللندر 4 بدست ایمل پسرش,2-Oct-25,107,
,"$129,423 ",$57.43 ,,$67.40 ,"AFN 1,772,316","AFN 3,871",,پرداخت معاش 12 روزه صفی الله ولد عبدالرفیع بابت ماه اسد 1404,2-Oct-25,108,
,"$129,571 ",$148.37 ,,$67.40 ,"AFN 1,782,316","AFN 10,000",,پرداخت معاش صفی الله ولد عبدالرفیع بابت ماه سنبله 1404,2-Oct-25,109,
,"$129,771 ",$200.00 , $200 ,$67.40 ,"AFN 1,782,316",AFN 0,,پرداخت برای انجنیر قدیر نبوی بابت دیزائین نما بیرونی تعمیرللندر 4,2-Oct-25,110,
,"$130,135 ",$363.73 ,,$67.00 ,"AFN 1,806,686","AFN 24,370",,پرداخت برای تصفیه حساب باقیمانده تالار مجلل بابت محفل افتتاحیه تعمیرللندر 4,4-Oct-25,111,
,"$130,158 ",$22.39 ,,$67.00 ,"AFN 1,808,186","AFN 1,500",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,4-Oct-25,112,
,"$130,180 ",$22.39 ,,$67.00 ,"AFN 1,809,686","AFN 1,500",,خریداری تیل پطرول به موتر بابت تعمیرللندر 4,4-Oct-25,113,
,"$130,210 ",$29.85 ,,$67.00 ,"AFN 1,811,686","AFN 2,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,4-Oct-25,114,
,"$130,238 ",$27.76 ,,$67.00 ,"AFN 1,813,546","AFN 1,860",,خریداری غذا از رستورانت برای مهمانان تعمیرللندر 4,5-Oct-25,115,
,"$130,240 ",$2.24 ,,$67.00 ,"AFN 1,813,696",AFN 150,,خریداری دسترخوان به دفتر ساحوی تعمیرللندر 4,5-Oct-25,116,
,"$130,249 ",$8.73 ,,$67.00 ,"AFN 1,814,281",AFN 585,,خریداری گاز مایع به دفتر ساحوی تعمیرللندر 4,5-Oct-25,117,
,"$130,250 ",$1.49 ,,$67.00 ,"AFN 1,814,381",AFN 100,,خریداری اسپری به تعمیرللندر 4,6-Oct-25,118,
,"$130,258 ",$7.46 ,,$67.00 ,"AFN 1,814,881",AFN 500,,پرداخت برای انجنیر وحید الله بابت خریداری کارت مبایل به فعال نمودن انترنت ,6-Oct-25,119,
,"$130,259 ",$1.49 ,,$67.00 ,"AFN 1,814,981",AFN 100,,خریداری گچ به تعمیرللندر 4,6-Oct-25,120,
,"$130,281 ",$22.39 ,,$67.00 ,"AFN 1,816,481","AFN 1,500",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,6-Oct-25,121,
,"$130,285 ",$3.43 ,,$67.00 ,"AFN 1,816,711",AFN 230,,خریداری دستکش و حشره کش به تعمیرللندر 4,6-Oct-25,122,
,"$130,341 ",$55.97 ,,$67.00 ,"AFN 1,820,461","AFN 3,750",,خریداری تیل پطرول به موتر کرولا نقره ایی بابت تعمیرللندر 4,6-Oct-25,123,
,"$130,344 ",$2.99 ,,$67.00 ,"AFN 1,820,661",AFN 200,,خریداری بوره و نان خشک به تعمیرللندر 4,6-Oct-25,124,
,"$130,345 ",$1.49 ,,$67.00 ,"AFN 1,820,761",AFN 100,,خریداری گچ به تعمیرللندر 4,6-Oct-25,125,
,"$130,396 ",$50.78 ,,$67.00 ,"AFN 1,824,163","AFN 3,402",,پرداخت برای خبازی عبدالمطلب بغلانی بابت خریداری نان خشک به تعمیرللندر 4,6-Oct-25,126,
,"$130,594 ",$197.47 ,,$67.20 ,"AFN 1,837,433","AFN 13,270",,"خریداری مواد خوراکه از قبیل برنج,روغن,لوبیا,نخود ,بوره و غیره به تعمیرللندر4",8-Oct-25,127,
,"$130,865 ",$271.64 ,,$67.00 ,"AFN 1,855,633","AFN 18,200",,پرداخت برای محمد بشیر کرن کار بابت پائین کردن 11 عدد پایل به تعمیرللندر 4,9-Oct-25,128,
,"$130,880 ",$14.93 ,,$67.00 ,"AFN 1,856,633","AFN 1,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,9-Oct-25,129,
,"$130,899 ",$19.40 ,,$67.00 ,"AFN 1,857,933","AFN 1,300",,خریداری مبلایل و فلتر مبلایل به موتر کرول نقره ایی بابت تعمیرللندر 4,9-Oct-25,130,
,"$130,916 ",$16.12 ,,$67.00 ,"AFN 1,859,013","AFN 1,080",,خریداری گاز مایع به خیرات تعمیرللندر4,10-Oct-25,131,
,"$131,138 ",$222.24 ,,$67.00 ,"AFN 1,873,903","AFN 14,890",,"خریداری گوسفند , ترکاری, خلال زردک , کشمش, میوه و غیره به خیرات تعمیرللندر 4",10-Oct-25,132,
,"$131,144 ",$6.57 ,,$67.00 ,"AFN 1,874,343",AFN 440,,"خریداری پلاس , پیچکش برقی و پیچ ساده به تعمیرللندر 4",10-Oct-25,133,
,"$131,161 ",$16.93 ,,$67.00 ,"AFN 1,875,477","AFN 1,134",,خریداری نوشابه و آب معدنی و کاغذ به تعمیرللندر 4,10-Oct-25,134,
,"$131,199 ",$37.31 ,,$67.00 ,"AFN 1,877,977","AFN 2,500",,خریداری تیل پطرول به موتر کرولا نقره ایی,10-Oct-25,135,
,"$131,340 ",$141.79 ,,$67.00 ,"AFN 1,887,477","AFN 9,500",,خریداری سیم جستی و پرده سبز به تعمیرللندر 4,13-Oct-25,136,
,"$131,461 ",$120.15 ,,$67.00 ,"AFN 1,895,527","AFN 8,050",,"خریداری پرده سبز , سیم جستی , دستکش , پل چرخ و پل برمه به تعمیرللندر 4",13-Oct-25,137,
,"$131,513 ",$52.24 ,,$67.00 ,"AFN 1,899,027","AFN 3,500",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,13-Oct-25,138,
,"$131,523 ",$10.51 ,,$67.00 ,"AFN 1,899,731",AFN 704,,"خریداری نوشابه , دستمال کاغذی آب و غیره به مهمانی تعمیرللندر 4",13-Oct-25,139,
