توسط عرش الله,"$5,288 ",$214.29 ,,$70.00 ,"AFN 241,506","AFN 15,000",پرداخت معاش فرید للندر بابت ماه جدی 1403 بابت تعمیرللندر 5,,,19-Jan-25,10,,,,,,
توسط عرش الله,"$5,631 ",$342.86 ,,$70.00 ,"AFN 265,506","AFN 24,000",پرداخت برای شرکت لابرتواری BMGS بابت 30% قرارداد تست خاک تعمیرللندر 5,,,22-Jan-25,11,,,,,,
توسط عرش الله,"$6,192 ",$560.71 ,,$70.00 ,"AFN 304,756","AFN 39,250",پرداخت برای مشعل چاه کن تعمیرللندر 5,,,29-Jan-25,12,,,,,,
توسط عرش الله,"$9,527 ","$3,335.71 ",,$70.00 ,"AFN 538,256","AFN 233,500","خریداری پائیپ 7"" به چاه آب تعمیر للندر 5",,,8-Feb-25,13,,,,,,
توسط عرش الله,"$9,584 ",$57.00 ,,$70.00 ,"AFN 542,246","AFN 3,990","خریداری نت و بولت 13 ملی , پل برمه اول و دوم , سرش پاکستانی 717 به چاه آب تعمیرللندر 5",,,8-Feb-25,14,,,,,,
توسط عرش الله,"$9,727 ",$142.86 ,,$70.00 ,"AFN 552,246","AFN 10,000",پرداخت برای مشعل چاه کن بابت چاه آب تعمیرللندر 5,,,8-Feb-25,15,,,,,,
توسط عرش الله,"$9,956 ",$228.57 ,,$70.00 ,"AFN 568,246","AFN 16,000",پرداخت و تصفیه حساب شرکت لابرتواری BMGS بابت تست خاک تعمیرللندر 5,,,10-Feb-25,16,,,,,,
توسط عرش الله,"$10,104 ",$148.57 ,,$70.00 ,"AFN 578,646","AFN 10,400",خریداری جغل دریایی به چاه آب تعمیرللندر 5,,,11-Feb-25,17,,,,,,
توسط عرش الله,"$10,433 ",$328.57 ,,$70.00 ,"AFN 601,646","AFN 23,000",پرداخت برای حاجی رحمت الله بابت کمپرسور کاری چاه آب تعمیرللندر 5,,,15-Feb-25,18,,,,,,
توسط عرش الله,"$11,972 ","$1,539.29 ",,$70.00 ,"AFN 709,396","AFN 107,750",پرداخت و تصفیه حساب شرکت اولین کوثر بابت حفاری چاه عمیق تعمیرللندر 5,,,15-Feb-25,19,,,,,,
توسط عرش الله,"$11,987 ",$15.00 ,,$70.00 ,"AFN 710,446","AFN 1,050","خریداری چای صبح به کارمندان ماشین کمپرسور , اجرت بارگیری پایئپ های چاه,خریداری واشر به بسته کاری پائیپ ها, خریداری قلم توش,پیچ اسکرو ,پل برمه و کرای تکسی کارمنندان ریاست اطفائیه ",,,23-Feb-25,20,,,,,,
توسط عرش الله,"$12,032 ",$44.94 ,,$70.00 ,"AFN 713,592","AFN 3,146",خریداری گاز مایع به خانه و نان چاشت بابت خریداری پایپ ها به چاه عمیق تعمیرللندر 5,,,23-Feb-25,21,,,,,,
توسط عرش الله,"$12,246 ",$214.29 ,,$70.00 ,"AFN 728,592","AFN 15,000",پرداخت معاش فرید للندر بابت ماه دلو 1403 بابت تعمیرللندر 5,,,23-Feb-25,22,,,,,,
توسط رفیع الله,"$51,885 ","$39,638.11 ",,$70.00 ,"AFN 3,503,260","AFN 2,774,668",پرداخت تعرفه تحویلی محترم خلیل الله و صفی الله ولدان احمد شاه  ارزش ارزش افزوده تغیر فعالیت زمین پلانی سابقه به مساحت 652.54 متر مربع تحت ساختمان 442.8 متر مربع واقع کارته چهار ناحیه سوم و پرداخت تحویلی محترم خلیل الله و صفی الله ولدان احمد شاه مدرک تکس نقشه تعمیرللندر 5,,,20-Mar-25,23,,,,,,
توسط رفیع الله,"$76,768 ","$24,883.69 ",,$70.00 ,"AFN 5,245,118","AFN 1,741,858",پرداخت تعرفه تحویلی محترم خلیل الله و صفی الله ولدان احمد شاه مدرک قیمت ارزش تراکم تعمیرللندر 5 و پرداخت کمیشن بانکی تعرفه مذکور,,,20-Mar-25,24,,,,,,
توسط عرش الله,"$76,897 ",$128.57 ,,$70.00 ,"AFN 5,254,118","AFN 9,000",پرداخت برای امیر خان بابت کندن کاری چاه به پایل های تعمیرللندر 5 ,,,29-Mar-25,25,,,,,,
توسط عرش الله,"$77,081 ",$184.29 ,,$70.00 ,"AFN 5,267,018","AFN 12,900",خریداری پایئپ پی پی آر و ریسمان 14 ملی به چاه آب تعمیرللندر 5,,,2-Apr-25,26,,,,,,
توسط عرش الله,"$77,375 ",$294.29 ,,$70.00 ,"AFN 5,287,618","AFN 20,600",خریداری لین مغان به چاه آب تعمیرللندر 5,,,2-Apr-25,27,,,,,,
توسط عرش الله,"$77,383 ",$7.14 ,,$70.00 ,"AFN 5,288,118",AFN 500,خریداری کارت مبایل به فرید للندر بابت تعمیرللندر 5,,,2-Apr-25,28,,,,,,
توسط عرش الله,"$77,415 ",$32.14 ,,$70.00 ,"AFN 5,290,368","AFN 2,250",پرداخت اجرت یک روزه کرن کار بابت پائین کردن سیخ پایل های تعمیرللندر 5,,,2-Apr-25,29,,,,,,
توسط عرش الله,"$77,417 ",$2.29 ,,$70.00 ,"AFN 5,290,528",AFN 160,پرداخت برای پنچری تایر موتر کرولا نقره ایی ,,,3-Apr-25,30,,,,,,
توسط عرش الله,"$77,426 ",$9.29 ,,$70.00 ,"AFN 5,291,178",AFN 650,"خریداری کلمپ ,چسپ کلان , چسپ ساده , بورشینگ  و غیره به آب بازک چاه تعمیرللندر 5",,,3-Apr-25,31,,,,,,
توسط عرش الله,"$77,441 ",$14.29 ,,$70.00 ,"AFN 5,292,178","AFN 1,000",خریداری تیل پطرول به موتر کرولا نقره ایی,,,3-Apr-25,32,,,,,,
توسط عرش الله,"$77,443 ",$2.86 ,,$70.00 ,"AFN 5,292,378",AFN 200,خریداری پل پرخ و کوکه به تعمیرللندر 5,,,3-Apr-25,33,,,,,,
توسط عرش الله,"$77,447 ",$3.43 ,,$70.00 ,"AFN 5,292,618",AFN 240,خریداری سیخ ولدینگ به تعمیرللندر 5,,,3-Apr-25,34,,,,,,
توسط عرش الله,"$77,450 ",$3.57 ,,$70.00 ,"AFN 5,292,868",AFN 250,خریداری دستکش به کاریگران تعمیرللندر 5,,,3-Apr-25,35,,,,,,
توسط عرش الله,"$77,453 ",$2.14 ,,$70.00 ,"AFN 5,293,018",AFN 150,خریداری پایئپ لیول به تعمیر للندر 5,,,3-Apr-25,36,,,,,,
توسط عرش الله,"$77,477 ",$24.57 ,,$70.00 ,"AFN 5,294,738","AFN 1,720","خریداری چوچه وال ,مسلم شاور ,پایپ , سامی و خرپیچ کش برقی به تعمیرللندر 5",,,3-Apr-25,37,,,,,,
توسط عرش الله,"$77,491 ",$14.29 ,,$70.00 ,"AFN 5,295,738","AFN 1,000",خریداری تیل پطرول به موتر کرولا نقره ایی,,,3-Apr-25,38,,,,,,
توسط عرش الله,"$77,499 ",$7.14 ,,$70.00 ,"AFN 5,296,238",AFN 500,پرداخت عیدی برای گارد همسایه تعمیرللندر 5,,,3-Apr-25,39,,,,,,
توسط عرش الله,"$77,517 ",$18.29 ,,$70.00 ,"AFN 5,297,518","AFN 1,280",خریداری چک به چاه بخاطر پایل تعمیرللندر 5,,,3-Apr-25,40,,,,,,
توسط عرش الله,"$77,524 ",$7.14 ,,$70.00 ,"AFN 5,298,018",AFN 500,خریداری جوس به مهمانی حاجی رفیع الله بابت تعمیرللندر 5,,,3-Apr-25,41,,,,,,
توسط عرش الله,"$77,614 ",$90.00 ,,$70.00 ,"AFN 5,304,318","AFN 6,300",پرداخت برای چاه کن پایل های تعمیر للندر 5,,,3-Apr-25,42,,,,,,
توسط عرش الله,"$77,624 ",$9.71 ,,$70.00 ,"AFN 5,304,998",AFN 680,خریداری پیتزا به مهمانان حاجی رفیع الله بابت تعمیرللندر 5,,,3-Apr-25,43,,,,,,
توسط عرش الله,"$77,627 ",$2.86 ,,$70.00 ,"AFN 5,305,198",AFN 200,پرداخت برای کارمند دولتی به هدایت حاجی رفیع الله بابت تعمیرللندر 5,,,3-Apr-25,44,,,,,,
توسط عرش الله,"$77,629 ",$2.14 ,,$70.00 ,"AFN 5,305,348",AFN 150,پرداخت برای انتقال پائیپ چاه تعمیرللندر 5,,,3-Apr-25,45,,,,,,
توسط عرش الله,"$77,637 ",$8.57 ,,$70.00 ,"AFN 5,305,948",AFN 600,پرداخت اجرت یک روزه جکمر بابت تعمیرللندر 5,,,3-Apr-25,46,,,,,,
توسط عرش الله,"$77,639 ",$1.43 ,,$70.00 ,"AFN 5,306,048",AFN 100,خریداری دستکش به کاریگران تعمیرللندر 5,,,3-Apr-25,47,,,,,,
توسط عرش الله,"$77,754 ",$115.71 ,,$70.00 ,"AFN 5,314,148","AFN 8,100",پرداخت برای چاه کن پایل های تعمیر للندر 5,,,3-Apr-25,48,,,,,,
توسط عرش الله,"$77,926 ",$171.43 ,,$70.00 ,"AFN 5,326,148","AFN 12,000",پرداخت برای مکسر کار بابت کانکریت ریزی 9 حفره پایل های تعمیرللندر 5,,,3-Apr-25,49,,,,,,
توسط عرش الله,"$78,047 ",$121.43 ,,$70.00 ,"AFN 5,334,648","AFN 8,500",خریداری واترپمپ 2.2 کیلووات و تفاوت صندوق برق واترپمپ به چاه تعمیرللندر 5,,,3-Apr-25,50,,,,,,
توسط عرش الله,"$78,611 ",$563.57 ,,$70.00 ,"AFN 5,374,098","AFN 39,450",پرداخت برای امیرخان چاه کن بابت پایل های تعمیرللندر 5,,,5-Apr-25,51,,,,,,
توسط عرش الله,"$78,612 ",$0.71 ,,$70.00 ,"AFN 5,374,148",AFN 50,خریداری توش به تعمیرللندر 5,,,5-Apr-25,52,,,,,,
توسط عرش الله,"$78,754 ",$142.86 ,,$70.00 ,"AFN 5,384,148","AFN 10,000",پرداخت برای مکسر کار جدید بابت کانکریت ریزی پایل های تعمیرللندر 5,,,5-Apr-25,53,,,,,,
توسط عرش الله,"$78,783 ",$28.57 ,,$70.00 ,"AFN 5,386,148","AFN 2,000",پرداخت اجرت یک روزه کرن کار تعمیرللندر 5 بابت پائین کردن سیخ ها به پایل تعمیرللندر 5,,,5-Apr-25,54,,,,,,
توسط عرش الله,"$78,804 ",$21.43 ,,$70.00 ,"AFN 5,387,648","AFN 1,500",پرداخت اجرت کرن کار تعمیرللندر 5 بابت پائین کردن سیخ ها,,,5-Apr-25,55,,,,,,
توسط عرش الله,"$78,843 ",$38.57 ,,$70.00 ,"AFN 5,390,348","AFN 2,700",پرداخت برای چاه کن پایل های تعمیر للندر 5,,,5-Apr-25,56,,,,,,
توسط عرش الله,"$78,914 ",$71.43 ,,$70.00 ,"AFN 5,395,348","AFN 5,000",پرداخت تعرفه خلیل الله و صفی الله بابت بروتوکول نظارت ساختمانها تعمیرللندر 5,,,6-Apr-25,57,,,,,,
توسط عرش الله,"$79,036 ",$121.43 ,,$70.00 ,"AFN 5,403,848","AFN 8,500",خریداری پروجکتور به تعمیرللندر 5,,,6-Apr-25,58,,,,,,
توسط عرش الله,"$84,315 ","$5,279.00 "," $5,279 ",$70.00 ,"AFN 5,403,848",AFN 0,خریداری سیخ گول 16 ملی به تعمیرللندر 5 (7085 کیلو) به تعمیرللندر5,,,7-Apr-25,59,,,,,,
توسط عرش الله,"$94,003 ","$9,688.00 "," $9,688 ",$70.00 ,"AFN 5,403,848",AFN 0,خریداری سیخ گول 12 ملی و 14 ملی و سیم جستی به تعمیرللندر 5 (12815 کیلو) به تعمیرللندر5,,,7-Apr-25,60,,,,,,
توسط عرش الله,"$94,010 ",$7.14 ,,$70.00 ,"AFN 5,404,348",AFN 500,پرداخت برای امیر خان چاه کن پایل های تعمیرللندر 5,,,7-Apr-25,61,,,,,,
توسط عرش الله,"$94,067 ",$57.14 ,,$70.00 ,"AFN 5,408,348","AFN 4,000",پرداخت برای عبدالستار سیم تاب تعمیرللندر 5,,,7-Apr-25,62,,,,,,
توسط عرش الله,"$94,166 ",$98.57 ,,$70.00 ,"AFN 5,415,248","AFN 6,900",خریداری چک چاه به پایل های تعمیرللندر 5,,,7-Apr-25,63,,,,,,
توسط عرش الله,"$94,309 ",$142.86 ,,$70.00 ,"AFN 5,425,248","AFN 10,000",پرداخت برای مکسر کارکانکریت ریزی پایل های تعمیرللندر 5,,,7-Apr-25,64,,,,,,
توسط عرش الله,"$94,316 ",$7.14 ,,$70.00 ,"AFN 5,425,748",AFN 500,پرداخت برای امیر خان چاه کن پایل های تعمیرللندر 5,,,7-Apr-25,65,,,,,,
توسط عرش الله,"$94,340 ",$24.29 ,,$70.00 ,"AFN 5,427,448","AFN 1,700",خریداری نان چاشت به مهمانان تعمیرللندر 5,,,7-Apr-25,66,,,,,,
توسط عرش الله,"$96,047 ","$1,707.14 ",,$70.00 ,"AFN 5,546,948","AFN 119,500",خریداری 250 خریطه سمنت قاین به تعمیرللندر 5 و پرداخت آن توسط صرافی به تعمیرللندر5,,,7-Apr-25,67,,,,,,
توسط عرش الله,"$96,297 ",$250.00 ,,$70.00 ,"AFN 5,564,448","AFN 17,500",پرداخت برای امیر خان چاه کن بابت کندن کاری پایل های تعمیرللندر 5,,,9-Apr-25,68,,,,,,
توسط عرش الله,"$96,373 ",$75.71 ,,$70.00 ,"AFN 5,569,748","AFN 5,300",پرداخت برای تصفیه حساب قبلی عباس چاه کن بابت پایل های تعمیرللندر 5,,,9-Apr-25,69,,,,,,
توسط عرش الله,"$96,380 ",$7.14 ,,$70.00 ,"AFN 5,570,248",AFN 500,پرداخت برای قالبکاری تعمیرللندر 5,,,9-Apr-25,70,,,,,,
توسط عرش الله,"$96,395 ",$15.00 ,,$70.00 ,"AFN 5,571,298","AFN 1,050","خریداری بیل , کلند همراه با دسته و متر لابری به تعمیرللندر5",,,9-Apr-25,71,,,,,,
توسط عرش الله,"$99,286 ","$2,891.43 ",,$70.00 ,"AFN 5,773,698","AFN 202,400","پرداخت برای کاکا بادام گل بابت خریداری سمنت به تعمیرللندر 5 بل نمبر های 418 , 419 و 428  بابت تعمیرللندر5",,,9-Apr-25,72,,,,,,
,"$99,330 ",$43.43 ,,$70.00 ,"AFN 5,776,738","AFN 3,040",پرداخت برای مبلایل تبدیلی موتر هایلکس ,,,9-Apr-25,73,,,,,,
,"$99,393 ",$62.86 ,,$70.00 ,"AFN 5,781,138","AFN 4,400",خریداری تیل پطرول به موتر هایلکس,,,9-Apr-25,74,,,,,,
توسط عرش الله,"$99,533 ",$140.00 ,,$70.00 ,"AFN 5,790,938","AFN 9,800",پرداخت برای شرکت هرات الکتریک بابت خریداری کیبل 2.2.5 گول و چینچ آور دستی به تعمیرللندر 5,,,10-Apr-25,75,,,,,,
توسط عرش الله,"$99,776 ",$242.86 ,,$70.00 ,"AFN 5,807,938","AFN 17,000",پرداخت برای مکسر کار بابت کانکریت ریزی رینگ ها پایل تعمیرللندر 5,,,10-Apr-25,76,,,,,,
توسط عرش الله,"$99,797 ",$21.43 ,,$70.00 ,"AFN 5,809,438","AFN 1,500",پرداخت برای قالبکار تعمیرللندر 5,,,10-Apr-25,77,,,,,,
توسط عرش الله,"$100,011 ",$214.29 ,,$70.00 ,"AFN 5,824,438","AFN 15,000",پرداخت برای عبدالستار سیم تاب تعمیرللندر 5,,,10-Apr-25,78,,,,,,
توسط عرش الله,"$100,065 ",$53.57 ,,$70.00 ,"AFN 5,828,188","AFN 3,750",پرداخت برای تصفیه حساب کرن کار بابت پائین کردن جال های پایل تعمیرللندر 5,,,10-Apr-25,79,,,,,,
توسط عرش الله,"$100,081 ",$15.71 ,,$70.00 ,"AFN 5,829,288","AFN 1,100",پرداخت اجرت گلکار ها بابت کانکریت ریزی پایل و رینگ های تعمیرللندر 5,,,10-Apr-25,80,,,,,,
توسط عرش الله,"$100,083 ",$2.14 ,,$70.00 ,"AFN 5,829,438",AFN 150,خریداری نان چاشت به قالبکار تعمیرللندر 5,,,10-Apr-25,81,,,,,,
توسط عرش الله,"$100,088 ",$5.71 ,,$70.00 ,"AFN 5,829,838",AFN 400,خریداری جوس به مهمانان حاجی رفیع الله بابت تعمیرللندر5,,,10-Apr-25,82,,,,,,
توسط عرش الله,"$100,448 ",$360.00 ,,$70.00 ,"AFN 5,855,038","AFN 25,200",خریداری سمنت پاکستانی همرا با کرا موتر و پول جوالی به تعمیرللندر 5,,,10-Apr-25,83,,,,,,
توسط عرش الله,"$100,520 ",$71.43 ,,$70.00 ,"AFN 5,860,038","AFN 5,000",پرداخت برای عبدالستار سیم تاب تعمیرللندر 5,,,10-Apr-25,84,,,,,,
توسط عرش الله,"$100,634 ",$114.29 ,,$70.00 ,"AFN 5,868,038","AFN 8,000",پرداخت برای پرنت اسناد نقشه های تعمیرللندر 5,,,17-Apr-25,85,,,,,,
توسط عرش الله,"$100,641 ",$7.14 ,,$70.00 ,"AFN 5,868,538",AFN 500,خریداری تیل پطرول به موتر کرولا نقره ایی,,,17-Apr-25,86,,,,,,
توسط عرش الله,"$107,641 ","$7,000.00 "," $7,000.00 ",$70.00 ,"AFN 5,868,538",AFN 0,پرداخت برای انجنیر مهرالله بابت دیزائین نقشه های تعمیرللندر 5,,,17-Apr-25,87,,,,,,
توسط عرش الله,"$108,198 ",$557.14 ,,$70.00 ,"AFN 5,907,538","AFN 39,000",پرداخت برای کاکا بادام گل توسط حاجی صبغت الله بابت کندن کاری تهکو تعمیرللندر 5,,,17-Apr-25,88,,,,,,
توسط عرش الله,"$108,241 ",$42.86 ,,$70.00 ,"AFN 5,910,538","AFN 3,000",پیش پرداخت  برای ادریس گارد جدید تعمیرللندر 5 بابت ماه حمل 1404,,,17-Apr-25,89,,,,,,
توسط عرش الله,"$108,341 ",$100.00 ,,$70.00 ,"AFN 5,917,538","AFN 7,000",پرداخت رشوه به انجنیران تحلیل صدورمجوز بابت خط اندازی تعمیرللند 5 از دوکان لباس فروشی شهر نو از نزد ادریس به هدایت حاجی رفیع الله بدست کارمند دوکان شیر زی,,,17-Apr-25,90,,,,,,
توسط عرش الله,"$108,456 ",$114.29 ,,$70.00 ,"AFN 5,925,538","AFN 8,000",پرداخت برای عبدالستار سیم تاب تعمیرللندر 5,,,17-Apr-25,91,,,,,,
توسط عرش الله,"$108,956 ",$500.00 , $500 ,$70.00 ,"AFN 5,925,538",AFN 0,پرداخت برای گل نظر بخاطر رشوه به انجنیران ریاست کنترول ساختمانها بابت اعمار تعمیرللندر 5,,,17-Apr-25,92,,,,,,
توسط عرش الله,"$116,956 ","$8,000.00 "," $8,000 ",$70.00 ,"AFN 5,925,538",AFN 0,پرداخت برای انجنیر مهرالله بابت دیزائین نقشه های تعمیرللندر 5,,,17-Apr-25,93,,,,,,
,"$116,998 ",$42.86 ,,$70.00 ,"AFN 5,928,538","AFN 3,000",خریداری تیل پطرول به موتر لکسس,,,17-Apr-25,94,,,,,,
توسط عرش الله,"$117,090 ",$91.43 ,,$70.00 ,"AFN 5,934,938","AFN 6,400",پرداخت برای اسکواتور کار بابت جمع آوری ریگ های انتقال داده شده به زمین دارالامان از تعمیرللندر 5,,,19-Apr-25,95,,,,,,
توسط عرش الله,"$117,111 ",$21.43 ,,$70.00 ,"AFN 5,936,438","AFN 1,500",پرداخت برای خریداری گوشت گوساله و گوشت کوفته به تعمیرللندر 5,,,22-Apr-25,96,,,,,,
توسط عرش الله,"$117,113 ",$1.29 ,,$70.00 ,"AFN 5,936,528",AFN 90,خریداری سمنت سفید به تعمیرللندر 5,,,22-Apr-25,97,,,,,,
توسط عرش الله,"$117,132 ",$19.29 ,,$70.00 ,"AFN 5,937,878","AFN 1,350","خریداری مخلوط کن ظرفشویی, وال کاک , واشر , نوار طفلون و سرش سلیکان به تعمیرللندر 5",,,22-Apr-25,98,,,,,,
توسط عرش الله,"$117,150 ",$18.43 ,,$70.00 ,"AFN 5,939,168","AFN 1,290","خریداری سمنت سفید , سرش سلیکان , نان شب اسکواتور کار و آب معدنی و نوشابه به دریوران و اسکواتور کار تعمیر للندر 5",,,22-Apr-25,99,,,,,,
توسط عرش الله,"$117,157 ",$7.14 ,,$70.00 ,"AFN 5,939,668",AFN 500,خریداری سکا لیدر به تعمیرللندر 5,,,22-Apr-25,100,,,,,,
توسط عرش الله,"$117,158 ",$0.86 ,,$70.00 ,"AFN 5,939,728",AFN 60,خریداری پیچ و بکسوانه به تعمیرللندر 5,,,22-Apr-25,101,,,,,,
توسط عرش الله,"$117,373 ",$214.29 ,,$70.00 ,"AFN 5,954,728","AFN 15,000",پرداخت معاش فرید للندر بابت ماه حمل 1404 بابت تعمیرللندر5,,,22-Apr-25,102,,,,,,
توسط عرش الله,"$117,373 ",$0.86 ,,$70.00 ,"AFN 5,954,788",AFN 60,خریداری گچ به تعمیرللندر 5,,,23-Apr-25,103,,,,,,
توسط عرش الله,"$117,376 ",$2.29 ,,$70.00 ,"AFN 5,954,948",AFN 160,خریداری پل برش اول به تعمیرللندر 5,,,23-Apr-25,104,,,,,,
توسط عرش الله,"$117,390 ",$14.29 ,,$70.00 ,"AFN 5,955,948","AFN 1,000",خریداری تیل پطرول به موتر کرولا نقره ایی,,,23-Apr-25,105,,,,,,
توسط عرش الله,"$117,392 ",$1.64 ,,$70.00 ,"AFN 5,956,063",AFN 115,"خریداری جالی آبی , برس سیمی و دستکش به تعمیرللندر 5",,,23-Apr-25,106,,,,,,
توسط عرش الله,"$117,395 ",$3.71 ,,$70.00 ,"AFN 5,956,323",AFN 260,"خریداری پیپ 2"" , سیفون 2"" مکمل سه دهن و سرش رازی به تعمیرللندر 5",,,23-Apr-25,107,,,,,,
توسط حاجی صبغت الله,"$117,461 ",$65.29 ,,$70.00 ,"AFN 5,960,893","AFN 4,570","خریداری میخ ساده 3"" و 4"" و تار رجه به تعمیرللندر 5",,,23-Apr-25,108,,,,,,
توسط حاجی صبغت الله,"$120,135 ","$2,674.29 ",,$70.00 ,"AFN 6,148,093","AFN 187,200",خریداری 400 خریطه سمنت سیستان به تعمیرللندر 5,,,24-Apr-25,109,,,,,,
توسط حاجی صبغت الله,"$120,821 ",$685.71 ,,$70.00 ,"AFN 6,196,093","AFN 48,000",خریداری مواد ضد نم اکومات به تعمیرللندر 5,,,24-Apr-25,110,,,,,,
توسط حاجی صبغت الله,"$120,823 ",$2.14 ,,$70.00 ,"AFN 6,196,243",AFN 150,خریداری کتابچه کهاته چرمی و قلم به تعمیرللندر5,,,24-Apr-25,111,,,,,,
توسط حاجی صبغت الله,"$120,902 ",$79.29 ,,$70.00 ,"AFN 6,201,793","AFN 5,550",خریداری سیم جستی یک میلی به تعمیرللندر 5,,,24-Apr-25,112,,,,,,
توسط عرش الله,"$121,042 ",$140.00 ,,$70.00 ,"AFN 6,211,593","AFN 9,800",پرداخت برای compaction ( کمپکشن) تعمیرللندر 5 و کرای انتقال کرن بابت سیخ قطع کن های برقی به کارته سه  بابت تعمیرللندر5,,,24-Apr-25,113,,,,,,
توسط عرش الله,"$121,060 ",$17.86 ,,$70.00 ,"AFN 6,212,843","AFN 1,250",خریداری بیل و سیخ ولدینگ به تعمیرللندر 5,,,24-Apr-25,114,,,,,,
توسط حاجی صبغت الله,"$121,075 ",$14.86 ,,$70.00 ,"AFN 6,213,883","AFN 1,040","خریداری متر , تار رجه کلان , جکش , متر خورد, میخ و اسپری به تعمیرللندر 5",,,26-Apr-25,115,,,,,,
توسط حاجی صبغت الله,"$121,172 ",$96.86 ,,$70.00 ,"AFN 6,220,663","AFN 6,780",خریداری پلاستیک ایرانی به تعمیرللندر 5,,,26-Apr-25,116,,,,,,
توسط حاجی صبغت الله,"$121,176 ",$4.14 ,,$70.00 ,"AFN 6,220,953",AFN 290,"خریداری اسپری , توش و کچ نجاری آهنی به تعمیرللندر 5",,,26-Apr-25,117,,,,,,
توسط حاجی صبغت الله,"$121,183 ",$7.71 ,,$70.00 ,"AFN 6,221,493",AFN 540,خریداری میخ ایرانی به تعمیرللندر 5 ,,,26-Apr-25,118,,,,,,
توسط حاجی صبغت الله,"$121,526 ",$342.86 ,,$70.00 ,"AFN 6,245,493","AFN 24,000",خریداری مواد ضد نم به تعمیرللندر 5,,,26-Apr-25,119,,,,,,
توسط حاجی صبغت الله,"$121,569 ",$42.86 ,,$70.00 ,"AFN 6,248,493","AFN 3,000",خریداری کیبل 3/6 ملی مغان اصلی به تعمیرللندر 5,,,28-Apr-25,120,,,,,,
توسط حاجی صبغت الله,"$121,726 ",$157.14 ,,$70.00 ,"AFN 6,259,493","AFN 11,000",خریداری موتور 5.5 HP به ماشین سیخ خم کن تعمیرللندر 5,,,28-Apr-25,121,,,,,,
توسط ثناالله,"$122,026 ",$300.00 , $300 ,$70.00 ,"AFN 6,259,493",AFN 0,پرداخت برای انجنیر قدیر نبوی بابت دیزائین بیرونی نما تعمیرللندر 5,,,28-Apr-25,122,,,,,,
توسط رفیع الله,"$142,026 ","$20,000.00 "," $20,000 ",$70.00 ,"AFN 6,259,493",AFN 0,پرداخت برای شرکت آریا ترک بابت قرارداد کانکریت ریزی تعمیرللندر 5,,,30-Apr-25,123,,,,,,
توسط رفیع الله,"$162,026 ","$20,000.00 "," $20,000 ",$70.50 ,"AFN 6,259,493",AFN 0,پرداخت برای شرکت زم زم فولاد از درک قرارداد 150 تن خرید سیخ گول به تعمیرللندر 5,,,5-May-25,124,,,,,,
